datetime,shipid,lon,lat,heading,course,speed,shiptype,destination
2020-03-01T17:31:43Z,75102dfe-5674-49b0-89ed-ec491d679e8c,23.555571666666665,37.963878333333334,,0,0,99,PALOUKIA_PERAMA 
2020-03-01T03:28:44Z,63bf1d30-866e-44d2-80f8-429a351f812d,23.548385,37.95128,,218.3,0,52,SALAMIMA
2020-03-01T19:53:12Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668625000000002,37.93884333333333,296,0.1,0,37,AEGEAN SEA
2020-03-01T16:16:13Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.66867166666667,37.939769999999996,,,0.1,36,
2020-03-01T04:24:08Z,a384dea1-14a5-4a11-bc1b-6a59f49e42ec,23.5691,37.95435,149,272,0.1,80,PIRAEUS
2020-03-01T15:07:10Z,9c6364f5-73bf-4374-9d6a-a1b324c379e6,23.636866666666666,37.94583333333333,177,266.5,0,60,GRHER
2020-03-01T01:54:00Z,2065b08a-e420-4e8a-9f8d-ef1f621a597e,23.64028,37.946958333333335,263,263,0,69,THI-NAXO-PARO-PIR
2020-03-01T01:01:03Z,18a10fab-f282-4455-a3c6-15b2c405d581,23.611821666666668,37.957678333333334,,105.6,0,30,
2020-03-01T21:51:46Z,1f79d3be-e826-4382-aac9-ca03fecf3a0f,23.63993333333333,37.9426,,208,0,60,PIREAS
2020-03-01T21:09:04Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.681500000000003,37.92961666666667,32,273,0,37,
2020-03-01T04:31:37Z,c9cea3a0-1d1f-4756-984d-de284811a611,23.595126666666665,37.90616,7,8.8,2.3,71,PIRAEUS
2020-03-01T16:03:47Z,a384dea1-14a5-4a11-bc1b-6a59f49e42ec,23.568958333333335,37.955708333333334,264,257,0,80,PIRAEUS
2020-03-01T04:27:27Z,71dd47ad-32bd-4449-81c4-7ed83147a39c,23.596186666666664,37.956786666666666,346,51.2,0,70,GRPIR       
2020-03-01T09:26:54Z,6355d97e-0c5e-4ff0-95d7-02c7061677c5,23.56658,37.961013333333334,185,317.3,0.1,37,PERAMA
2020-03-01T19:15:24Z,86dbf2ec-a3df-462a-9343-7e78adbd43da,23.604381666666665,37.949981666666666,,0,0,62,PIRAEUS
2020-03-01T01:21:24Z,6355d97e-0c5e-4ff0-95d7-02c7061677c5,23.566551666666665,37.96094333333333,185,336.6,0.1,37,PERAMA
2020-03-01T11:34:20Z,c4ca9fca-aaf1-4b66-94ff-faf8e5283e84,23.59575166666667,37.95267333333334,347,334.8,0,71,MTMAR>GRPIR
2020-03-01T11:18:16Z,8c0825be-2cab-40c7-8f7a-09a44c32a9f3,23.598869999999998,37.913273333333336,,214.3,14.5,60,ARGOSARONIKOS
2020-03-01T21:56:49Z,1a683a14-7cbe-44ff-bfea-25334969b7d2,23.52975,37.96511666666667,,93.7,0.1,60,PALOUKIA-PERAMA  
2020-03-01T12:32:22Z,f684ee0d-4ef2-406b-85fe-4bca34acedb1,23.680146666666666,37.93165666666666,,222.7,0,37,MYKONOS
2020-03-01T05:21:10Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.684076666666666,37.932275,,,0,37,
2020-03-01T21:54:12Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668625000000002,37.93884,297,0.1,0,37,AEGEAN SEA
2020-03-01T07:25:01Z,f684ee0d-4ef2-406b-85fe-4bca34acedb1,23.68014833333333,37.93165833333333,,248.3,0,37,MYKONOS
2020-03-01T08:48:37Z,cedbd054-208f-4059-85cf-356e66771ff6,23.53105,37.96496666666667,,331,5.6,60,PALUKIA-PERAMA  
2020-03-01T09:28:38Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.684126666666668,37.93225333333333,,,0,37,
2020-03-01T21:52:59Z,cf373304-9962-40e5-9872-f76cec9ff501,23.550895,37.95294,,,0,40,SALAMINA
2020-03-01T16:25:39Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.684085,37.932289999999995,,,0,37,
2020-03-01T09:11:34Z,a61c8579-59ba-4a7c-96c8-f69213fd7708,23.564916666666665,37.91556666666667,,197.1,9.3,81,BUNKERING PIRAEUS AR
2020-03-01T04:21:37Z,c9cea3a0-1d1f-4756-984d-de284811a611,23.590373333333332,37.89611,22,21.2,4.8,71,PIRAEUS
2020-03-01T18:11:21Z,4832461a-b4ba-4fec-b293-e832483b6aa4,23.669523333333334,37.93954,288,254.7,0,37,ATHENS
2020-03-01T12:03:04Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.681441666666668,37.929605,32,271,0,37,
2020-03-01T09:20:39Z,498ee5e9-c8d1-4311-be95-c835a01b286d,23.571773333333333,37.961843333333334,,340.6,0,70,PERAMA
2020-03-01T14:45:05Z,8c0825be-2cab-40c7-8f7a-09a44c32a9f3,23.60736166666667,37.92521,,214.8,14.3,60,ARGOSARONIKOS
2020-03-01T01:27:09Z,498ee5e9-c8d1-4311-be95-c835a01b286d,23.571798333333334,37.96182666666667,,111.5,0.1,70,PERAMA
2020-03-01T18:07:20Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.684081666666668,37.93225833333334,,,0,37,
2020-03-01T16:18:51Z,4dc076b7-68a4-435a-819f-e2311bd252d1,23.681936666666665,37.933146666666666,,196.9,0,36,
2020-03-01T11:19:53Z,f684ee0d-4ef2-406b-85fe-4bca34acedb1,23.680145,37.93163666666667,,264.4,0,37,MYKONOS
2020-03-01T21:40:55Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.68155,37.929656666666666,32,,,37,
2020-03-01T08:26:00Z,8c0825be-2cab-40c7-8f7a-09a44c32a9f3,23.46652,37.80225666666667,,51.4,14.3,60,ARGOSARONIKOS
2020-03-01T20:37:12Z,89bc8c00-30ac-46f0-a169-9828b59b27c1,23.582240000000002,37.94465833333334,,32.6,6.2,52,PERAMA 
2020-03-01T09:57:11Z,63288989-fa11-47b8-a2f0-c3b215b15ead,23.635076666666667,37.94361,217,330.6,0,69,PIRAEUS
2020-03-01T03:10:50Z,0026f88e-371d-45f2-ae72-557225333f01,23.532716666666666,37.961578333333335,,147.3,6.1,60,PALOUKIA-PERAMA
2020-03-01T04:14:30Z,0026f88e-371d-45f2-ae72-557225333f01,23.545146666666668,37.959815000000006,,75.5,7,60,PALOUKIA-PERAMA
2020-03-01T01:54:38Z,498ee5e9-c8d1-4311-be95-c835a01b286d,23.571863333333333,37.961816666666664,,110,0,70,PERAMA
2020-03-01T05:19:00Z,3e7697c9-1d54-46b1-b293-a7fd5e0f1d8b,23.58977666666667,37.875033333333334,166,165.7,12.7,89,TRIZT
2020-03-01T07:25:51Z,47df59b5-6fcf-468c-aeca-266ec7dc27ae,23.594425,37.94913666666666,258,136.5,0.5,52,PERAMA
2020-03-01T05:43:58Z,9be0fbc8-0428-4948-b7d4-cbb09dc5a960,23.596618333333332,37.91156,,211,12.8,60,PIREAS
2020-03-01T03:01:28Z,7e1e5bcf-f706-45b0-bc32-8d0326fde115,23.609745,37.95765166666667,,0,0,52,ORDERS
2020-03-01T17:02:09Z,ea507c6e-5719-4a2a-a2db-a957af74a127,23.606893333333336,37.955506666666665,18,210.9,0,80,PIRAEUS
2020-03-01T17:20:06Z,7dabcc88-dd38-462f-9c5e-005c429d68c5,23.668683333333334,37.93975833333333,,,0,60,ZEA
2020-03-01T09:11:51Z,47df59b5-6fcf-468c-aeca-266ec7dc27ae,23.606701666666666,37.953806666666665,116,126.2,0,52,PERAMA
2020-03-01T12:47:54Z,09479132-e993-44c0-b479-8cdf8152087b,23.56684,37.961205,7,,0,69,PERAMA    
2020-03-01T11:03:30Z,ab620580-b1ec-4301-887b-ed35c05b9218,23.497145,37.820074999999996,,51.6,14.2,60,PIRAEUS SARONIKOS
2020-03-01T20:44:24Z,2df9bed1-7474-4327-96e5-41d770d44220,23.61494,37.94481666666666,,204,0,80,
2020-03-01T09:52:45Z,1b47b82f-cebf-4ea8-91a9-f890ecf30f1c,23.603716666666667,37.95656666666666,,194,0,52,PIREUS 
2020-03-01T03:23:32Z,770952c6-b74e-4f7f-92be-64d2bbbfd61c,23.639675,37.940465,60,1.8,0,40,PIR-ARGOSARONIKO-PIR
2020-03-01T01:36:31Z,5b2f778f-8d36-40c8-a397-aa811dcba824,23.624513333333333,37.94099666666667,151,106.3,0,1,M-R-S-T-N-K-K-L-P
2020-03-01T05:52:01Z,5b2f778f-8d36-40c8-a397-aa811dcba824,23.624485,37.94103166666666,150,320.2,0,1,M-R-S-T-N-K-K-L-P
2020-03-01T13:33:18Z,204ee599-d3c9-492d-ae2d-c53c4d53875e,23.58012666666667,37.954134999999994,346,343.9,0,71,PIRAEUS GRPIR
2020-03-01T18:17:49Z,770952c6-b74e-4f7f-92be-64d2bbbfd61c,23.63966333333333,37.94043166666667,58,292,0,40,PIR-ARGOSARONIKO-PIR
2020-03-01T12:41:57Z,d96afda8-0c78-4316-9ffa-c0d6940c8d8b,23.554301666666667,37.92702,160,125.5,0,80,PERIOXI
2020-03-01T18:56:15Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.681521666666665,37.929653333333334,32,42,0,37,
2020-03-01T18:43:16Z,8468e143-0d99-43f2-823c-2671d9955d41,23.543848333333337,37.95995166666667,,261.6,5.7,60,PERAMA PALOYKIA
2020-03-01T18:45:59Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.684061666666665,37.93225666666667,,,0,37,
2020-03-01T15:19:35Z,48c84af5-897a-4fc1-8523-c5e3ab9e363f,23.54408833333333,37.89029,,31,8.8,80,
2020-03-01T06:09:55Z,d9df3d02-6afb-4ed3-b5dc-98bcd5efaecf,23.580816666666667,37.951564999999995,52,10,2.1,80,PERAMA
2020-02-29T22:47:05Z,18ee54dc-c4e0-4c52-ba37-9cb4b70cbf7f,23.682431666666666,37.931889999999996,,0,0,37,FLISVOS
2020-02-29T23:10:47Z,c95556fb-dd75-4b6a-9e47-0f9bd7cfb71c,23.555651666666666,37.95981,,0,0,60,GR PIRAEUS
2020-03-01T21:01:31Z,91a827b2-eea0-4a0d-a883-1f46bad19916,23.574138333333334,37.92618,201,18.5,4.7,52,GRPIR
2020-03-01T04:29:41Z,ab620580-b1ec-4301-887b-ed35c05b9218,23.64138,37.945254999999996,,0.1,0,60,PIRAEUS SARONIKOS
2020-02-29T23:44:08Z,0b0d795d-f3d2-499d-b734-d4310e3a4c22,23.683,37.931000000000004,211,228,0.1,37,FLISVOS
2020-03-01T05:56:15Z,39883605-fa38-49ea-b60c-6a17b72e3427,23.680441666666663,37.931358333333336,,0,0,36,
2020-02-29T22:57:25Z,1153da34-9fbe-4a2d-b1d4-89365304ff9c,23.548765,37.95030833333333,156,267.1,0.1,32,GR SAL
2020-03-01T00:23:03Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.66861833333333,37.939775000000004,,,0,36,
2020-03-01T18:11:31Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668628333333334,37.938853333333334,296,0.1,0,37,AEGEAN SEA
2020-02-29T22:50:29Z,2065b08a-e420-4e8a-9f8d-ef1f621a597e,23.64028,37.946938333333335,264,264,0,69,THI-NAXO-PARO-PIR
2020-03-01T07:18:31Z,9cf52359-c039-4b38-84c7-a45450baadb5,23.50978,38.031798333333334,,306,0.9,0,ELEUSIS
2020-03-01T05:53:33Z,1b47b82f-cebf-4ea8-91a9-f890ecf30f1c,23.603783333333336,37.95648333333334,,104,0,52,PIREUS 
2020-03-01T19:53:30Z,947225f9-53b7-490a-a20c-ebaae7f0e379,23.681888333333333,37.932775,,236,0,37,
2020-03-01T13:32:37Z,c95556fb-dd75-4b6a-9e47-0f9bd7cfb71c,23.555658333333334,37.95979,,0,0,60,GR PIRAEUS
2020-03-01T17:09:36Z,bc965f0f-935e-443d-ae1a-6c7267b820a4,23.60783,37.930413333333334,160,159.9,8.2,70,TRDLV
2020-03-01T01:18:31Z,50ee2bf4-a35b-459b-86ce-a687f5d0085e,23.668848333333337,37.939013333333335,,302,0,37,PIRAEUS
2020-03-01T03:35:18Z,c9cea3a0-1d1f-4756-984d-de284811a611,23.593308333333333,37.89595,0,8.4,3.7,71,PIRAEUS
2020-03-01T06:19:45Z,18ee54dc-c4e0-4c52-ba37-9cb4b70cbf7f,23.68241833333333,37.93188333333333,,0,0,37,FLISVOS
2020-03-01T10:17:24Z,1b47b82f-cebf-4ea8-91a9-f890ecf30f1c,23.603749999999998,37.95661666666667,,194,0,52,PIREUS 
2020-03-01T16:52:25Z,85acb58c-b7fc-4b6c-8665-26716e90b456,23.681773333333336,37.932919999999996,249,285,0.1,37,FLOISVOS
2020-03-01T18:06:54Z,d4189290-a565-4f76-9a88-f7dc2174b186,23.60269333333333,37.94985666666666,,253.2,0,69,NEO MOLO DRAPETSONA
2020-03-01T11:14:53Z,63288989-fa11-47b8-a2f0-c3b215b15ead,23.63507,37.943605000000005,217,115.3,0,69,PIRAEUS
2020-03-01T02:41:53Z,bc965f0f-935e-443d-ae1a-6c7267b820a4,23.635551666666668,37.86916833333333,320,321,11.1,70,GRPIR
2020-03-01T02:07:34Z,1c46a91b-90ac-4a5e-85bc-461e446ea042,23.682714999999998,37.930926666666664,212,16.9,0,60,ARG/KOS
2020-03-01T02:06:19Z,0026f88e-371d-45f2-ae72-557225333f01,23.555983333333334,37.96386333333333,,331.9,0,60,PALOUKIA-PERAMA
2020-03-01T19:55:59Z,0685dab0-a144-468f-a510-6e0849873e18,23.584493333333334,37.95277333333333,90,355.3,0,80,PERAMAGREECE
2020-03-01T11:33:35Z,85acb58c-b7fc-4b6c-8665-26716e90b456,23.681778333333334,37.932915,249,173,0.1,37,FLOISVOS
2020-03-01T10:17:52Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.668631666666666,37.93977833333334,,,0,36,
2020-03-01T20:25:23Z,15189c25-f797-4451-98f1-f0a894965073,23.601583333333334,37.95001666666667,354,,0,1,M PIRAES      
2020-03-01T02:27:35Z,cf1afa3e-cb85-4189-98a1-d7032ff40dfc,23.678043333333335,37.79584166666667,335,336.4,12.8,71,FRFOS=>GRPIR
2020-02-29T22:31:32Z,15189c25-f797-4451-98f1-f0a894965073,23.60155,37.950050000000005,354,,0,1,M PIRAES      
2020-03-01T20:31:23Z,fb3b899a-5a70-4542-8527-682dffa485c9,23.67013166666667,37.940805,,,0.3,37,
2020-03-01T11:28:29Z,47df59b5-6fcf-468c-aeca-266ec7dc27ae,23.60674,37.953878333333336,119,126.2,0.1,52,PERAMA
2020-03-01T02:37:44Z,bc965f0f-935e-443d-ae1a-6c7267b820a4,23.643485,37.85793666666667,337,337.1,11.3,70,GRPIR
2020-03-01T03:15:17Z,f284ca36-8671-43fc-b435-e7ed88b6187d,23.55147,37.95457333333333,92,249.3,0.1,70,PIRAEUS GREECE
2020-03-01T11:39:24Z,a25793b6-45c2-4b9f-8886-8223f54da7a1,23.588516666666667,37.953583333333334,,,0.3,52,KERATSINI  
2020-03-01T03:04:50Z,64534cdf-15d9-4b16-99f2-b9d8de5afb6e,23.65035333333333,37.93172833333333,329,290,0.1,37,TREZONIA
2020-03-01T12:06:27Z,0b0d795d-f3d2-499d-b734-d4310e3a4c22,23.683,37.931000000000004,211,125,0,37,FLISVOS
2020-03-01T11:00:13Z,ab620580-b1ec-4301-887b-ed35c05b9218,23.484333333333332,37.81202833333334,,49.4,14.1,60,PIRAEUS SARONIKOS
2020-03-01T17:10:35Z,2e107f6c-ffa5-4142-8b47-27d184b0e2cd,23.571801666666666,37.893431666666665,48,47.8,5.9,70,PIRAEUS
2020-03-01T04:16:58Z,e979ac5d-365b-4fa9-84e2-b6753ebc3089,23.60582,37.954166666666666,113,290.5,0.1,52,PIRAEUS
2020-03-01T00:22:51Z,50ee2bf4-a35b-459b-86ce-a687f5d0085e,23.668848333333337,37.93903666666667,,233.1,0,37,PIRAEUS
2020-02-29T22:25:52Z,6c9c58fc-a582-485d-9583-a46365e8bda7,23.547166666666666,37.866499999999995,,,0,80,KERATSINI      
2020-02-29T22:13:37Z,6cf361f0-c551-4c8a-8922-3d11b7ae4b95,23.574183333333334,37.95953333333333,,277,0,52,PERAMA
2020-03-01T04:52:27Z,72aeeab9-4fad-49ac-8c2c-b72afac782df,23.604716666666665,37.96038333333333,43,346,0,70,IT LIV
2020-03-01T04:36:04Z,1c46a91b-90ac-4a5e-85bc-461e446ea042,23.682713333333332,37.93093666666667,212,16.9,0,60,ARG/KOS
2020-03-01T06:04:19Z,34e2a568-d282-4f81-a2c6-f96dda7bc1ba,23.530741666666664,37.96344666666666,,330.2,6.5,60,PERAMA-PALOYKIA
2020-03-01T08:14:56Z,7e1e5bcf-f706-45b0-bc32-8d0326fde115,23.609755,37.957675,,0,0,52,ORDERS
2020-03-01T19:27:56Z,fd4cb1dd-90d5-45a3-a894-78b240e61bff,23.59641,37.954550000000005,313,125,3.2,70,LIMASSOL
2020-03-01T08:01:12Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.668646666666667,37.939796666666666,,,0,36,
2020-03-01T01:05:55Z,94751f6e-79e7-48a2-a9a5-e5b609f617c8,23.50662,38.036413333333336,181,132,0,52,ELEFSIS
2020-03-01T03:41:58Z,cf373304-9962-40e5-9872-f76cec9ff501,23.55088,37.95293,,,0,40,SALAMINA
2020-03-01T17:13:48Z,8a28060e-8c2b-4cc8-92db-8df4e244685e,23.550455,37.95509333333334,8,61.5,0,90,
2020-03-01T14:58:33Z,4294d708-509d-42c6-b1bf-d80f1605bcfd,23.68214,37.929536666666664,25,257.9,0,37,FLISVOS
2020-03-01T03:36:14Z,85acb58c-b7fc-4b6c-8665-26716e90b456,23.681769999999997,37.932915,249,177,0.1,37,FLOISVOS
2020-03-01T03:38:13Z,15189c25-f797-4451-98f1-f0a894965073,23.60155,37.950066666666665,354,35,0.1,1,M PIRAES      
2020-02-29T23:41:07Z,03a18119-15a5-471d-9cc6-b3f10dbe6676,23.649723333333334,37.936121666666665,35,122.4,0,37,PIRAEUS
2020-03-01T07:05:00Z,10807db4-2c77-4a7a-a418-0af8f0d672d8,23.537183333333335,37.857083333333335,63,0,0,70,GRPIR
2020-02-29T23:58:35Z,18ee54dc-c4e0-4c52-ba37-9cb4b70cbf7f,23.682411666666667,37.931886666666664,,0,0,37,FLISVOS
2020-03-01T08:52:22Z,952f6eb8-dbab-4ce2-93e6-41ba414fad7f,23.606466666666666,37.95968333333334,,323,0,81,KERATSINI
2020-03-01T10:58:06Z,2e107f6c-ffa5-4142-8b47-27d184b0e2cd,23.553324999999997,37.87996833333333,180,307.9,0.1,70,PIRAEUS
2020-03-01T11:58:33Z,cedbd054-208f-4059-85cf-356e66771ff6,23.556333333333335,37.96378333333334,,324,0,60,PALUKIA-PERAMA  
2020-02-29T23:43:24Z,18ee54dc-c4e0-4c52-ba37-9cb4b70cbf7f,23.682425000000002,37.931895000000004,,0,0,37,FLISVOS
2020-02-29T22:38:44Z,a295a927-6562-4188-885b-31f86cda126d,23.68391666666667,37.92865333333334,,219.7,0,90,AEGEAN SEA
2020-03-01T11:16:41Z,76d35618-01e8-4287-9c1e-2c75350d13c0,23.574279999999998,37.961173333333335,92,113.4,0,37,PERAMA
2020-03-01T02:19:23Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.668646666666667,37.93978833333333,,,0.1,36,
2020-03-01T04:55:55Z,d4189290-a565-4f76-9a88-f7dc2174b186,23.602686666666667,37.949844999999996,,228.6,0,69,NEO MOLO DRAPETSONA
2020-03-01T11:20:00Z,b17e6960-e588-4815-b787-629ace93c8b0,23.555766666666667,37.95571666666667,118,116,4.6,89,MTIT VCE
2020-03-01T00:43:11Z,5b2f778f-8d36-40c8-a397-aa811dcba824,23.62449333333333,37.94103500000001,151,132.6,0,1,M-R-S-T-N-K-K-L-P
2020-03-01T14:06:52Z,f684ee0d-4ef2-406b-85fe-4bca34acedb1,23.680138333333332,37.931630000000006,,287.6,0,37,MYKONOS
2020-03-01T03:38:08Z,cf373304-9962-40e5-9872-f76cec9ff501,23.550866666666664,37.95294333333333,,,0,40,SALAMINA
2020-03-01T01:54:19Z,498ee5e9-c8d1-4311-be95-c835a01b286d,23.571838333333336,37.96183,,90.6,0,70,PERAMA
2020-03-01T05:03:34Z,cd385f56-d991-4779-8090-50e94605d9f6,23.581844999999998,37.910774999999994,46,162.1,0.3,70,GR PIR
2020-03-01T21:17:25Z,85acb58c-b7fc-4b6c-8665-26716e90b456,23.681773333333336,37.93291166666667,249,173,0.1,37,FLOISVOS
2020-03-01T12:38:44Z,da170f7b-c091-400f-90d4-d75e4ed908b7,23.607173333333332,37.914986666666664,180,181,11.2,70,TRAMR
2020-03-01T21:53:47Z,d96afda8-0c78-4316-9ffa-c0d6940c8d8b,23.555416666666666,37.926116666666665,282,21.6,0,80,PERIOXI
2020-03-01T12:31:55Z,e304b05f-1f6b-4a88-86f1-2ff8fd7fbcbb,23.5356,37.850966666666665,,223,32.1,40,ARGOSARONIKOS
2020-03-01T15:12:27Z,8a28060e-8c2b-4cc8-92db-8df4e244685e,23.550508333333333,37.95506666666667,8,61.5,0.1,90,
2020-03-01T02:35:27Z,6cf361f0-c551-4c8a-8922-3d11b7ae4b95,23.574216666666665,37.95955,,342,0,52,PERAMA
2020-03-01T12:21:18Z,c95556fb-dd75-4b6a-9e47-0f9bd7cfb71c,23.555651666666666,37.959785000000004,,0,0,60,GR PIRAEUS
2020-03-01T21:03:59Z,770952c6-b74e-4f7f-92be-64d2bbbfd61c,23.639695,37.94046,58,127.3,0,40,PIR-ARGOSARONIKO-PIR
2020-03-01T14:07:02Z,a696a4ed-dbfb-4679-a50f-dfaa6bd85ce3,23.70372166666667,37.91090666666666,,0,0,36,
2020-03-01T07:39:13Z,64cb614a-8687-409e-b2ce-d7bbf5d318d0,23.53154333333333,37.88099666666667,94,0.1,0,79,PIRAEUS AHORAGE
2020-03-01T06:52:35Z,d4189290-a565-4f76-9a88-f7dc2174b186,23.602575,37.94988333333333,,145.6,0,69,NEO MOLO DRAPETSONA
2020-03-01T07:01:36Z,59a617ae-1b57-4415-a543-7702d8a46502,23.564796666666666,37.905226666666664,311,309.2,9.5,80,PERAMA
2020-03-01T15:14:28Z,bfe9c7f3-fe5d-43c5-b62b-f1c48a99116b,23.56128,37.913866666666664,,36.8,0,80,PIRAEUS
2020-03-01T03:13:38Z,0b0d795d-f3d2-499d-b734-d4310e3a4c22,23.683,37.931000000000004,211,230,0.1,37,FLISVOS
2020-03-01T06:49:38Z,98a9cabe-d9cc-40b4-a84d-533880771a39,23.667458333333332,37.826254999999996,334,334.5,8.6,,
2020-03-01T21:24:42Z,50ee2bf4-a35b-459b-86ce-a687f5d0085e,23.66884333333333,37.93902333333333,,232.6,0,37,PIRAEUS
2020-03-01T05:41:01Z,63288989-fa11-47b8-a2f0-c3b215b15ead,23.635058333333333,37.943594999999995,218,303.4,0,69,PIRAEUS
2020-03-01T07:09:36Z,d41ec601-68c0-4735-9533-c5a26f577d96,23.597145,37.913426666666666,,209.2,31.4,60,
2020-03-01T12:43:37Z,7e1e5bcf-f706-45b0-bc32-8d0326fde115,23.576668333333334,37.929905,,352,8.6,52,ORDERS
2020-03-01T15:06:41Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668625000000002,37.938856666666666,297,0.1,0,37,AEGEAN SEA
2020-03-01T04:01:17Z,218271e7-0682-400e-8e88-730c5e881916,23.622365,37.93469666666667,251,276.7,0,52,PIRAEUS
2020-03-01T16:24:54Z,4b780614-7f72-4655-a626-a0e83e4c4d2d,23.404166666666665,37.96816666666667,45,,0,52,PIRAEUS 
2020-03-01T13:52:12Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.668615,37.93975666666667,,,0.1,36,
2020-03-01T12:22:54Z,2e107f6c-ffa5-4142-8b47-27d184b0e2cd,23.553021666666666,37.88001333333333,182,242.2,0.2,70,PIRAEUS
2020-03-01T12:34:40Z,6ab31745-f8a1-44d7-9e10-bd27c687ae5a,23.555345,37.908908333333336,173,224.9,0.1,70,GR PIR
2020-03-01T09:09:44Z,91a827b2-eea0-4a0d-a883-1f46bad19916,23.6103,37.95742166666666,297,200.9,0,52,GRPIR
2020-03-01T19:57:47Z,7e1e5bcf-f706-45b0-bc32-8d0326fde115,23.597648333333332,37.95550333333333,,0,0,52,ORDERS
2020-03-01T05:05:03Z,d467aaae-69f0-4c51-a743-7563e6c5839f,23.600783333333332,37.95518333333334,171,182,2.7,52,PIRAEUS
2020-03-01T12:13:23Z,1fe00389-be92-4281-bc0e-7d8e2fb7fe06,23.603916666666667,37.956285,,95.5,0,0,PIREUS
2020-03-01T20:14:09Z,9a048f4c-915b-4e05-9c5b-2eede62b74ac,23.610458333333334,37.957368333333335,,172.4,0.1,52,GR PIR
2020-03-01T02:34:29Z,0ca387b7-27dd-483f-bc81-cd1577a251c3,23.583085,37.95290833333333,94,267.2,0,80,PERAMA
2020-03-01T02:55:00Z,0026f88e-371d-45f2-ae72-557225333f01,23.530158333333336,37.965349999999994,,352.2,0,60,PALOUKIA-PERAMA
2020-03-01T04:30:29Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.684091666666667,37.932244999999995,,,0,37,
2020-03-01T11:39:23Z,c9ce5521-b771-477c-ad0f-7bd152c11841,23.59938,37.85981833333334,280,282,6.3,80,HR-OMI > GR-PIR
2020-03-01T09:55:31Z,50a7bca9-c6bc-4aa4-b866-b64caabf9f49,23.5632,37.92751666666666,189,306,0.1,70,GRPIR
2020-03-01T08:07:14Z,5088b84d-d813-4bb6-bfbb-96edb5a4f775,23.595933333333335,37.82601666666667,156,162,14,74,BGBOJ
2020-03-01T04:38:14Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.68154333333333,37.92964,32,94,0,37,
2020-03-01T18:01:13Z,6c9c58fc-a582-485d-9583-a46365e8bda7,23.611,37.9585,,,0,80,KERATSINI      
2020-03-01T16:41:04Z,6c9c58fc-a582-485d-9583-a46365e8bda7,23.611,37.958333333333336,,,0,80,KERATSINI      
2020-03-01T11:57:57Z,218271e7-0682-400e-8e88-730c5e881916,23.579963333333335,37.95307833333333,158,186.6,0.9,52,PIRAEUS
2020-03-01T09:44:37Z,cedbd054-208f-4059-85cf-356e66771ff6,23.545666666666666,37.960100000000004,,265.2,6.4,60,PALUKIA-PERAMA  
2020-03-01T19:45:47Z,744375d4-251a-4e82-a7c5-d1b99c3363ff,23.612806666666664,37.958263333333335,,21,0,54,PIRAEUS
2020-03-01T11:20:03Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.66861,37.93978166666667,,,0,36,
2020-03-01T16:30:53Z,15189c25-f797-4451-98f1-f0a894965073,23.601533333333336,37.95003333333333,354,,0,1,M PIRAES      
2020-03-01T14:48:33Z,6c9c58fc-a582-485d-9583-a46365e8bda7,23.611,37.958333333333336,,269,0.1,80,KERATSINI      
2020-03-01T10:08:25Z,5b401cda-c02b-4ba7-b3a0-0fe4ee4a2857,23.63566666666667,37.88705,332,333,13.5,70,PIRAEUS
2020-03-01T17:52:34Z,4294d708-509d-42c6-b1bf-d80f1605bcfd,23.682156666666668,37.929555,25,268.5,0,37,FLISVOS
2020-03-01T09:59:13Z,1b47b82f-cebf-4ea8-91a9-f890ecf30f1c,23.603749999999998,37.95656666666666,,194,0,52,PIREUS 
2020-03-01T10:48:55Z,8e1f8a76-edde-4b96-92f6-95def88d4d93,23.553796666666663,37.857814999999995,287,286,4.6,70,GR SKG > GR PIR
2020-03-01T12:16:31Z,ae213acd-aeed-43dc-978a-af5d94749cb1,23.531183333333335,37.8283,260,260,12.8,80,AGIO  FO
2020-03-01T02:22:28Z,218271e7-0682-400e-8e88-730c5e881916,23.62238166666667,37.93470666666666,251,309.8,0,52,PIRAEUS
